UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection,WindSpeed,TimeSunRise,TimeSunSet
1593856800,07/04/2020 10:00,18:13:00,708.1,20.69,810.62,48.09,141.4,2.176,06:13:00,18:13:00
1593860400,07/04/2020 11:00,18:13:00,913.7,22.57,810.383,42.93,95.2,1.501,06:13:00,18:13:00
1593864000,07/04/2020 12:00,18:13:00,1019.7,24.03,809.87,34.46,92.5,2.6,06:13:00,18:13:00
1593867600,07/04/2020 13:00,18:13:00,1095.5,25,809.384,31.43,48.7,2.714,06:13:00,18:13:00
1593871200,07/04/2020 14:00,18:13:00,776,26.35,808.615,28.44,15.5,2.203,06:13:00,18:13:00
1593874800,07/04/2020 15:00,18:13:00,657.2,26.75,807.822,27.71,345.7,2.305,06:13:00,18:13:00
1593878400,07/04/2020 16:00,18:13:00,738.9,27.55,806.85,25.99,359.3,2.721,06:13:00,18:13:00
1593882000,07/04/2020 17:00,18:13:00,432,27.41,806.343,26.04,35.4,3.276,06:13:00,18:13:00
1593885600,07/04/2020 18:00,18:13:00,422.6,27.79,806.039,27.98,344.1,3.246,06:13:00,18:13:00
1593889200,07/04/2020 19:00,18:13:00,172.5,24.83,806.398,40.07,359,5.513,06:13:00,18:13:00
1593892800,07/04/2020 20:00,18:13:00,8.3,23.08,806.957,45.88,20.9,3.887,06:13:00,18:13:00
1593896400,07/04/2020 21:00,18:13:00,0.8,22.01,807.605,51.34,67,5.021,06:13:00,18:13:00
1593900000,07/04/2020 22:00,18:13:00,0.5,20.8,808.719,55.18,79.4,5.235,06:13:00,18:13:00
1593903600,07/04/2020 23:00,18:13:00,0.9,19.92,809.784,59,96.7,3.951,06:13:00,18:13:00
1593907200,07/05/2020 00:00,18:13:00,1.2,19.53,810.135,56.53,110.7,2.454,06:13:00,18:13:00
1593910800,07/05/2020 01:00,18:13:00,0.9,18.75,809.843,59.16,60.1,2.776,06:13:00,18:13:00
1593914400,07/05/2020 02:00,18:13:00,1.3,17.84,809.388,63.88,6.4,1.348,06:13:00,18:13:00
1593918000,07/05/2020 03:00,18:13:00,1.3,17.43,809.134,65.22,63.1,0.876,06:13:00,18:13:00
1593921600,07/05/2020 04:00,18:13:00,1.5,16.95,809.215,68.07,353,1.461,06:13:00,18:13:00
1593925200,07/05/2020 05:00,18:13:00,1.4,16.14,809.168,72,94.6,1.091,06:13:00,18:13:00
1593928800,07/05/2020 06:00,18:13:00,1.4,15.55,809.19,77.29,44.9,1.191,06:13:00,18:13:00
1593932400,07/05/2020 07:00,18:13:00,47.9,15.15,809.17,78.9,358,2.343,06:13:00,18:13:00
1593936000,07/05/2020 08:00,18:13:00,241.5,16.55,809.673,74.62,335.1,2.453,06:13:00,18:13:00
1593939600,07/05/2020 09:00,18:13:00,480.2,19.2,810.144,63.41,30.3,2.11,06:13:00,18:13:00
1593943200,07/05/2020 10:00,18:13:00,701.5,21.09,810.011,54.33,71.3,1.936,06:13:00,18:13:00
1593946800,07/05/2020 11:00,18:13:00,597.9,22.49,809.815,52.22,163.1,1.952,06:13:00,18:13:00
1593950400,07/05/2020 12:00,18:13:00,679.7,23.8,809.428,48.03,226.4,1.582,06:13:00,18:13:00
1593954000,07/05/2020 13:00,18:13:00,607.4,24.72,808.73,43.16,237.8,1.982,06:13:00,18:13:00
1593957600,07/05/2020 14:00,18:13:00,1072.8,26.74,807.916,35.84,201.5,2.184,06:13:00,18:13:00
1593961200,07/05/2020 15:00,18:13:00,912.1,27.8,806.969,31.59,229.5,2.295,06:13:00,18:13:00
1593964800,07/05/2020 16:00,18:13:00,664.4,28.17,806.177,31.41,316.1,3.42,06:13:00,18:13:00
1593968400,07/05/2020 17:00,18:13:00,249.5,26.51,805.811,37.39,296.4,3.781,06:13:00,18:13:00
1593972000,07/05/2020 18:00,18:13:00,63,22.61,803.643,45.33,268.6,3.341,06:13:00,18:13:00
1593975600,07/05/2020 19:00,18:13:00,16.9,26.55,802.565,56.45,172.3,4.66,06:13:00,18:13:00
1593979200,07/05/2020 20:00,18:13:00,11.6,21,807.283,63.64,141.7,3.444,06:13:00,18:13:00
1593982800,07/05/2020 21:00,18:13:00,0.5,19.91,808.31,66,139.8,2.936,06:13:00,18:13:00
1593986400,07/05/2020 22:00,18:13:00,1.2,19.17,809.005,67.04,78.1,1.443,06:13:00,18:13:00
1593990000,07/05/2020 23:00,18:13:00,1,17.94,809.277,75.38,37.3,1.985,06:13:00,18:13:00
1593993600,07/06/2020 00:00,18:13:00,1.4,17.48,809.438,76.82,38.1,2.107,06:13:00,18:13:00
1593997200,07/06/2020 01:00,18:13:00,1.5,17.19,809.262,77.4,25,1.727,06:13:00,18:13:00
1594000800,07/06/2020 02:00,18:13:00,1.4,16.54,808.858,77.26,36.8,1.601,06:13:00,18:13:00
1594004400,07/06/2020 03:00,18:13:00,1.7,15.96,808.433,79.62,53.8,1.854,06:13:00,18:13:00
1594008000,07/06/2020 04:00,18:13:00,1.3,15.04,808.271,83.56,11.2,1.479,06:13:00,18:13:00
1594011600,07/06/2020 05:00,18:13:00,1.7,14.98,808.276,84.38,12,1.522,06:13:00,18:13:00
1594015200,07/06/2020 06:00,18:13:00,1.1,14.29,808.54,87.85,28,1.255,06:13:00,18:13:00
1594018800,07/06/2020 07:00,18:13:00,32.2,14.45,808.788,87.6,31.9,1.462,06:13:00,18:13:00
1594022400,07/06/2020 08:00,18:13:00,217.6,16.31,809.288,80.79,20.7,0.655,06:13:00,18:13:00
1594026000,07/06/2020 09:00,18:13:00,463.7,19.22,809.574,66.47,201.1,0.907,06:13:00,18:13:00
1594029600,07/06/2020 10:00,18:13:00,612.3,20.38,809.859,61.03,183.7,1.811,06:13:00,18:13:00
1594033200,07/06/2020 11:00,18:13:00,688.4,21.93,809.939,55.99,181,1.991,06:13:00,18:13:00
1594036800,07/06/2020 12:00,18:13:00,1015.2,23.73,809.762,47.6,205.5,1.973,06:13:00,18:13:00
1594040400,07/06/2020 13:00,18:13:00,912.4,25.03,809.159,42.19,189.5,2.168,06:13:00,18:13:00
1594044000,07/06/2020 14:00,18:13:00,1026.6,26.35,808.276,38.68,224.4,2.213,06:13:00,18:13:00
1594047600,07/06/2020 15:00,18:13:00,911.1,27.47,807.312,34.99,221.3,1.965,06:13:00,18:13:00
1594051200,07/06/2020 16:00,18:13:00,399.3,27.72,806.599,34.27,297.9,2.725,06:13:00,18:13:00
1594054800,07/06/2020 17:00,18:13:00,435.2,27.5,806.112,37.44,276.9,2.973,06:13:00,18:13:00
1594058400,07/06/2020 18:00,18:13:00,374,28.34,805.531,25.39,11.5,3.499,06:13:00,18:13:00
1594062000,07/06/2020 19:00,18:13:00,168.8,27.49,805.496,26.79,31.3,4.111,06:13:00,18:13:00
1594065600,07/06/2020 20:00,18:13:00,12,25.54,806.161,31.85,44.9,3.759,06:13:00,18:13:00
1594069200,07/06/2020 21:00,18:13:00,0.7,23.64,807.443,42.25,81.2,4.875,06:13:00,18:13:00
1594072800,07/06/2020 22:00,18:13:00,1,21.91,808.451,57.46,88.5,4.772,06:13:00,18:13:00
1594076400,07/06/2020 23:00,18:13:00,1,20.96,808.979,60.7,86.8,2.007,06:13:00,18:13:00
1594080000,07/07/2020 00:00,18:13:00,1.5,20.31,809.258,64.1,74.2,2.222,06:13:00,18:13:00
1594083600,07/07/2020 01:00,18:13:00,1.1,19.89,809.756,67.98,90.6,2.101,06:13:00,18:13:00
1594087200,07/07/2020 02:00,18:13:00,0.7,19.17,809.643,71.58,63.1,1.466,06:13:00,18:13:00
1594090800,07/07/2020 03:00,18:13:00,0.9,18.46,809.299,74.61,58.7,1.626,06:13:00,18:13:00
1594094400,07/07/2020 04:00,18:13:00,0.7,18.86,809.093,71.99,272.6,1.52,06:13:00,18:13:00
1594098000,07/07/2020 05:00,18:13:00,0.2,18.6,809.104,68.3,271.8,2.034,06:13:00,18:13:00
1594101600,07/07/2020 06:00,18:13:00,0.2,18.16,809.569,68.82,235.4,1.489,06:13:00,18:13:00
1594105200,07/07/2020 07:00,18:13:00,22.7,17.83,809.823,71.03,266.5,0.8,06:13:00,18:13:00
1594108800,07/07/2020 08:00,18:13:00,163.1,18.38,810.27,69.5,123.6,0.903,06:13:00,18:13:00
1594112400,07/07/2020 09:00,18:13:00,440.7,20.25,810.586,63.29,193.1,1.403,06:13:00,18:13:00
1594116000,07/07/2020 10:00,18:13:00,674.5,21.26,810.513,60.67,163,1.759,06:13:00,18:13:00
1594119600,07/07/2020 11:00,18:13:00,868.1,23.18,810.367,50.29,185.9,2.157,06:13:00,18:13:00
1594123200,07/07/2020 12:00,18:13:00,1006.3,24.58,809.866,44.1,188.5,2.267,06:13:00,18:13:00
1594126800,07/07/2020 13:00,18:13:00,958.6,26.03,809.241,40.36,249.9,2.587,06:13:00,18:13:00
1594130400,07/07/2020 14:00,18:13:00,1085.9,27.15,808.48,37.34,231.7,2.279,06:13:00,18:13:00
1594134000,07/07/2020 15:00,18:13:00,881.7,28.41,807.343,32.97,269.1,2.321,06:13:00,18:13:00
1594137600,07/07/2020 16:00,18:13:00,83.5,27.78,806.262,49.46,334.5,5.612,06:13:00,18:13:00
1594141200,07/07/2020 17:00,18:13:00,7.4,25.8,809.599,75.4,138.7,6.261,06:13:00,18:13:00
1594144800,07/07/2020 18:00,18:13:00,1.5,18.08,803.499,74.54,271.3,3.106,06:13:00,18:13:00
1594148400,07/07/2020 19:00,18:13:00,10.7,10.88,803.902,74.86,176.9,3.152,06:13:00,18:13:00
1594152000,07/07/2020 20:00,18:13:00,1.2,10.88,811.401,74.86,72.6,3.295,06:13:00,18:13:00
1594155600,07/07/2020 21:00,18:13:00,2.1,21.87,805.935,74.86,140.5,3.476,06:13:00,18:13:00
1594159200,07/07/2020 22:00,18:13:00,15.5,10.88,808.81,73.93,355.6,2.586,06:13:00,18:13:00
1594162800,07/07/2020 23:00,18:13:00,0.7,15.47,810.324,90.29,26.6,2.217,06:13:00,18:13:00
1594166400,07/08/2020 00:00,18:13:00,0.7,15.65,810.3,88.49,10.8,2.228,06:13:00,18:13:00
1594170000,07/08/2020 01:00,18:13:00,0.6,15.87,810.399,83.73,17.4,1.483,06:13:00,18:13:00
1594173600,07/08/2020 02:00,18:13:00,0.8,15.77,810.28,89.04,104.1,0.888,06:13:00,18:13:00
1594177200,07/08/2020 03:00,18:13:00,0.8,15.5,809.987,89.15,27.3,0.928,06:13:00,18:13:00
1594180800,07/08/2020 04:00,18:13:00,0.7,15.52,809.74,90.43,317.5,1.132,06:13:00,18:13:00
1594184400,07/08/2020 05:00,18:13:00,1.3,15.13,809.642,89.64,23.2,2.045,06:13:00,18:13:00
1594188000,07/08/2020 06:00,18:13:00,1,14.96,809.105,88.14,17.9,2.164,06:13:00,18:13:00
1594191600,07/08/2020 07:00,18:13:00,42.9,14.79,809.001,90.6,5.6,2.306,06:13:00,18:13:00
1594195200,07/08/2020 08:00,18:13:00,163.2,16.01,809.605,84.73,66.2,1.452,06:13:00,18:13:00
1594198800,07/08/2020 09:00,18:13:00,428.7,17.76,810.312,77.73,193.9,1.062,06:13:00,18:13:00
1594202400,07/08/2020 10:00,18:13:00,688.3,19.91,810.46,64.57,194.1,1.143,06:13:00,18:13:00
1594206000,07/08/2020 11:00,18:13:00,864.9,22.07,810.142,51.61,235.2,1.4,06:13:00,18:13:00
1594209600,07/08/2020 12:00,18:13:00,1009.2,23.37,809.883,44.52,218.3,2.038,06:13:00,18:13:00
1594213200,07/08/2020 13:00,18:13:00,1076.1,24.15,809.68,45.81,219.5,3.258,06:13:00,18:13:00
1594216800,07/08/2020 14:00,18:13:00,621.2,24.33,809.067,46.14,235.3,3.265,06:13:00,18:13:00
1594220400,07/08/2020 15:00,18:13:00,248.3,22.56,808.755,54.46,209,4.72,06:13:00,18:13:00
1594224000,07/08/2020 16:00,18:13:00,184.4,19.57,808.515,71.01,191.2,4.834,06:13:00,18:13:00
1594227600,07/08/2020 17:00,18:13:00,237.8,19.09,808.62,71.84,174.5,3.969,06:13:00,18:13:00
1594231200,07/08/2020 18:00,18:13:00,113,19.62,808.307,67.84,199.1,2.242,06:13:00,18:13:00
1594234800,07/08/2020 19:00,18:13:00,9.5,18.88,808.779,74.87,160.6,2.126,06:13:00,18:13:00
1594238400,07/08/2020 20:00,18:13:00,11.3,16.79,807.253,79.57,190.2,2.207,06:13:00,18:13:00
1594242000,07/08/2020 21:00,18:13:00,8.2,16.79,810.304,63.22,174,1.932,06:13:00,18:13:00
1594245600,07/08/2020 22:00,18:13:00,0.6,14.84,811.168,87.87,72.7,1.107,06:13:00,18:13:00
1594249200,07/08/2020 23:00,18:13:00,0.6,15.69,811.716,91.82,91.2,1.188,06:13:00,18:13:00
1594252800,07/09/2020 00:00,18:13:00,1.2,15.59,811.797,90.04,104,1.258,06:13:00,18:13:00
1594256400,07/09/2020 01:00,18:13:00,1.2,15.56,810.991,91.08,338.9,1.422,06:13:00,18:13:00
1594260000,07/09/2020 02:00,18:13:00,1,15.44,810.253,91.52,41.8,0.974,06:13:00,18:13:00
1594263600,07/09/2020 03:00,18:13:00,1.2,15.26,809.895,90.22,61.5,0.834,06:13:00,18:13:00
1594267200,07/09/2020 04:00,18:13:00,1,15.25,809.728,88.98,45.6,0.695,06:13:00,18:13:00
1594270800,07/09/2020 05:00,18:13:00,0.9,15.18,809.958,92.18,308.6,0.815,06:13:00,18:13:00
1594274400,07/09/2020 06:00,18:13:00,0.7,15.16,810.116,93.5,335.6,0.906,06:13:00,18:13:00
1594278000,07/09/2020 07:00,18:13:00,15.9,15.26,810.334,92.86,350.2,1.024,06:13:00,18:13:00
1594281600,07/09/2020 08:00,18:13:00,51.2,15.87,810.779,88.56,340,0.828,06:13:00,18:13:00
1594285200,07/09/2020 09:00,18:13:00,108.4,16.29,810.974,83.83,331.4,1.56,06:13:00,18:13:00
1594288800,07/09/2020 10:00,18:13:00,415.8,17.89,810.967,71.39,152.2,1.108,06:13:00,18:13:00
1594292400,07/09/2020 11:00,18:13:00,575.2,19.63,810.914,61.43,271,1.354,06:13:00,18:13:00
1594296000,07/09/2020 12:00,18:13:00,842.5,21.37,810.56,53.83,243.6,1.369,06:13:00,18:13:00
1594299600,07/09/2020 13:00,18:13:00,759.5,22.52,810.059,50.8,213.4,1.499,06:13:00,18:13:00
1594303200,07/09/2020 14:00,18:13:00,852.1,23.91,809.48,47.78,230.7,1.816,06:13:00,18:13:00
1594306800,07/09/2020 15:00,18:13:00,921.9,25.13,808.698,44.55,251.2,2.106,06:13:00,18:13:00
1594310400,07/09/2020 16:00,18:13:00,742,25.76,807.85,40.63,263.3,2.125,06:13:00,18:13:00
1594314000,07/09/2020 17:00,18:13:00,444,26.05,807.346,39.6,250.5,1.97,06:13:00,18:13:00
1594317600,07/09/2020 18:00,18:13:00,103.6,24.15,806.833,42.36,198.9,4.081,06:13:00,18:13:00
1594321200,07/09/2020 19:00,18:13:00,2.6,24.15,806.561,54.45,136.6,4.625,06:13:00,18:13:00
1594324800,07/09/2020 20:00,18:13:00,4.8,20.9,806.524,69.72,103.6,3.217,06:13:00,18:13:00
1594328400,07/09/2020 21:00,18:13:00,2.6,24.15,809.22,66.78,222.4,1.267,06:13:00,18:13:00
1594332000,07/09/2020 22:00,18:13:00,1.3,20.23,812.142,88.16,258.9,2.046,06:13:00,18:13:00
1594335600,07/09/2020 23:00,18:13:00,1.2,14.5,811.66,86.35,0.3,2.048,06:13:00,18:13:00
1594339200,07/10/2020 00:00,18:13:00,1.3,15.18,811.451,85.22,15.4,2.33,06:13:00,18:13:00
1594342800,07/10/2020 01:00,18:13:00,1.5,14.75,811.75,86.12,23.5,0.805,06:13:00,18:13:00
1594346400,07/10/2020 02:00,18:13:00,0.9,14.7,811.964,90.19,207.8,1.287,06:13:00,18:13:00
1594350000,07/10/2020 03:00,18:13:00,0.8,14.5,811.297,91.95,338.5,1.729,06:13:00,18:13:00
1594353600,07/10/2020 04:00,18:13:00,0.8,14.43,811.262,91,48.8,1.782,06:13:00,18:13:00
1594357200,07/10/2020 05:00,18:13:00,0.9,14.52,811.493,88.64,336.2,1.239,06:13:00,18:13:00
1594360800,07/10/2020 06:00,18:13:00,1.2,14.25,811.759,90.11,122.9,1.14,06:13:00,18:13:00
1594364400,07/10/2020 07:00,18:13:00,20.5,14.06,812.208,94.16,65,0.958,06:13:00,18:13:00
1594368000,07/10/2020 08:00,18:13:00,164.4,14.62,812.411,90.24,42.7,0.889,06:13:00,18:13:00
1594371600,07/10/2020 09:00,18:13:00,403.3,16.69,812.386,76.41,348.2,0.765,06:13:00,18:13:00
1594375200,07/10/2020 10:00,18:13:00,683.8,19.24,812.309,62.17,323.2,1.22,06:13:00,18:13:00
1594378800,07/10/2020 11:00,18:13:00,887.9,21.32,812.069,49.24,300.1,1.322,06:13:00,18:13:00
1594382400,07/10/2020 12:00,18:13:00,956.7,23.31,811.844,44.1,197,1.881,06:13:00,18:13:00
1594386000,07/10/2020 13:00,18:13:00,960,24.3,811.304,43.45,46.9,1.937,06:13:00,18:13:00
1594389600,07/10/2020 14:00,18:13:00,1023.4,25.12,810.835,42.11,22.7,2.08,06:13:00,18:13:00
1594393200,07/10/2020 15:00,18:13:00,794.4,25.96,810.19,39.71,16.9,2.644,06:13:00,18:13:00
1594396800,07/10/2020 16:00,18:13:00,815.9,26.8,809.688,28.7,66.4,3.472,06:13:00,18:13:00
1594400400,07/10/2020 17:00,18:13:00,631.6,26.97,809.288,28.59,90.8,5.065,06:13:00,18:13:00
1594404000,07/10/2020 18:00,18:13:00,415.3,26.65,809.045,30.55,85,5.376,06:13:00,18:13:00
1594407600,07/10/2020 19:00,18:13:00,90.3,25.34,809.168,36.68,77.4,5.043,06:13:00,18:13:00
1594411200,07/10/2020 20:00,18:13:00,10.2,23.38,809.617,44.52,77.7,5.707,06:13:00,18:13:00
1594414800,07/10/2020 21:00,18:13:00,1.1,21.53,810.086,52.05,62.4,5.023,06:13:00,18:13:00
1594418400,07/10/2020 22:00,18:13:00,1.1,20.24,810.886,56.64,63.7,4.397,06:13:00,18:13:00
1594422000,07/10/2020 23:00,18:13:00,1.4,19.19,811.849,64.49,66.2,4.528,06:13:00,18:13:00
1594425600,07/11/2020 00:00,18:13:00,1.3,18.52,812.077,67.64,71.5,4.968,06:13:00,18:13:00
1594429200,07/11/2020 01:00,18:13:00,1.2,17.66,811.715,67.26,74,5.267,06:13:00,18:13:00
1594432800,07/11/2020 02:00,18:13:00,1.4,17.12,811.33,68.72,47.9,3.675,06:13:00,18:13:00
1594436400,07/11/2020 03:00,18:13:00,1.4,16.84,811.343,70.26,2.3,2.061,06:13:00,18:13:00
1594440000,07/11/2020 04:00,18:13:00,1.4,16.37,810.983,73.41,353.4,1.895,06:13:00,18:13:00
1594443600,07/11/2020 05:00,18:13:00,1.4,15.95,811.037,77.12,349.1,1.988,06:13:00,18:13:00
1594447200,07/11/2020 06:00,18:13:00,1.3,15.68,811.059,78.62,331.1,2.193,06:13:00,18:13:00
1594450800,07/11/2020 07:00,18:13:00,34.8,15.82,811.241,77.17,50.2,2.274,06:13:00,18:13:00
1594454400,07/11/2020 08:00,18:13:00,287.7,17.47,811.727,71.04,18.2,1.616,06:13:00,18:13:00
1594458000,07/11/2020 09:00,18:13:00,472.5,18.4,811.706,68.25,52.2,3.373,06:13:00,18:13:00
1594461600,07/11/2020 10:00,18:13:00,711.3,19.95,811.661,60.49,69.4,3.348,06:13:00,18:13:00
1594465200,07/11/2020 11:00,18:13:00,902.3,21.75,811.602,54.46,75.4,3.495,06:13:00,18:13:00
1594468800,07/11/2020 12:00,18:13:00,868.6,23.17,811.323,49.47,82.4,3.978,06:13:00,18:13:00
1594472400,07/11/2020 13:00,18:13:00,906.1,23.84,810.945,48.16,69.1,4.188,06:13:00,18:13:00
1594476000,07/11/2020 14:00,18:13:00,821.2,24.74,810.445,45.38,66.8,4.824,06:13:00,18:13:00
1594479600,07/11/2020 15:00,18:13:00,988.1,25.15,809.871,44.31,59.7,5.568,06:13:00,18:13:00
1594483200,07/11/2020 16:00,18:13:00,845.9,25.53,809.214,41.98,56.6,6.033,06:13:00,18:13:00
1594486800,07/11/2020 17:00,18:13:00,632.5,25.53,808.531,40.69,64.5,6.302,06:13:00,18:13:00
1594490400,07/11/2020 18:00,18:13:00,351.7,24.81,808.638,43.02,74.2,6.643,06:13:00,18:13:00
1594494000,07/11/2020 19:00,18:13:00,158,23.58,809.135,48.67,79.1,4.997,06:13:00,18:13:00
1594497600,07/11/2020 20:00,18:13:00,6.6,21.7,810.011,56.51,75.6,5.53,06:13:00,18:13:00
1594501200,07/11/2020 21:00,18:13:00,0.9,20.27,810.526,59.19,61.3,4.211,06:13:00,18:13:00
1594504800,07/11/2020 22:00,18:13:00,1.2,19.13,811.378,65.59,62.9,3.132,06:13:00,18:13:00
1594508400,07/11/2020 23:00,18:13:00,1.3,18.54,812.16,69.06,74.2,2.853,06:13:00,18:13:00
1594512000,07/12/2020 00:00,18:13:00,1.3,17.92,811.948,73.35,64.2,3.433,06:13:00,18:13:00
1594515600,07/12/2020 01:00,18:13:00,1.4,17.48,811.605,75.07,58.3,3.346,06:13:00,18:13:00
1594519200,07/12/2020 02:00,18:13:00,1.2,17.08,811.302,77.93,83.9,2.679,06:13:00,18:13:00
1594522800,07/12/2020 03:00,18:13:00,1,16.99,811.129,79.87,83,2.615,06:13:00,18:13:00
1594526400,07/12/2020 04:00,18:13:00,1,16.58,810.727,82.87,72.3,2.671,06:13:00,18:13:00
1594530000,07/12/2020 05:00,18:13:00,1.4,16,810.881,85.46,45,1.473,06:13:00,18:13:00
1594533600,07/12/2020 06:00,18:13:00,1.3,15.61,810.991,86.93,9.7,1.653,06:13:00,18:13:00
1594537200,07/12/2020 07:00,18:13:00,48.4,15.63,811.229,86.06,18.8,2.559,06:13:00,18:13:00
1594540800,07/12/2020 08:00,18:13:00,250,17.51,811.671,76.43,16.3,2.54,06:13:00,18:13:00
1594544400,07/12/2020 09:00,18:13:00,485.5,19.37,811.859,65.29,60.4,3.978,06:13:00,18:13:00
1594548000,07/12/2020 10:00,18:13:00,703.8,20.81,811.892,58.41,71,4.196,06:13:00,18:13:00
1594551600,07/12/2020 11:00,18:13:00,890.1,22.04,811.733,50.84,90.4,3.43,06:13:00,18:13:00
1594555200,07/12/2020 12:00,18:13:00,950.6,23.29,811.206,47.5,107.5,3.312,06:13:00,18:13:00
1594558800,07/12/2020 13:00,18:13:00,897.4,24.69,810.444,42.61,82.6,3.071,06:13:00,18:13:00
1594562400,07/12/2020 14:00,18:13:00,834.7,25.79,809.516,36.92,93.2,2.535,06:13:00,18:13:00
1594566000,07/12/2020 15:00,18:13:00,905.4,27.09,808.539,29.08,86.5,3.975,06:13:00,18:13:00
1594569600,07/12/2020 16:00,18:13:00,784,27.76,807.869,26,64.5,3.324,06:13:00,18:13:00
1594573200,07/12/2020 17:00,18:13:00,702.6,28.3,807.391,26.58,101.3,3.322,06:13:00,18:13:00
1594576800,07/12/2020 18:00,18:13:00,133.7,26.3,807.382,33.19,108.9,4.858,06:13:00,18:13:00
1594580400,07/12/2020 19:00,18:13:00,38.6,25.25,807.486,35.33,77.4,4.832,06:13:00,18:13:00
1594584000,07/12/2020 20:00,18:13:00,5.2,24.37,807.832,36.49,65.2,4.086,06:13:00,18:13:00
1594587600,07/12/2020 21:00,18:13:00,1,22.82,808.833,40.68,63,4.126,06:13:00,18:13:00
1594591200,07/12/2020 22:00,18:13:00,1.2,21.67,810.332,44.96,113.9,4.049,06:13:00,18:13:00
1594594800,07/12/2020 23:00,18:13:00,1,20.45,811.236,44.61,114.3,2.926,06:13:00,18:13:00
1594598400,07/13/2020 00:00,18:13:00,1.3,19.21,811.466,48.41,82.6,2.656,06:13:00,18:13:00
1594602000,07/13/2020 01:00,18:13:00,1.6,18.21,811.37,58.43,108.8,1.916,06:13:00,18:13:00
1594605600,07/13/2020 02:00,18:13:00,1.6,17.72,811.071,60.48,10.7,1.434,06:13:00,18:13:00
1594609200,07/13/2020 03:00,18:13:00,1.6,16.75,810.671,60.43,8.5,2.569,06:13:00,18:13:00
1594612800,07/13/2020 04:00,18:13:00,1.7,15.77,810.291,66.35,54.3,1.886,06:13:00,18:13:00
1594616400,07/13/2020 05:00,18:13:00,1.6,14.74,810.461,72.64,15.5,1.845,06:13:00,18:13:00
1594620000,07/13/2020 06:00,18:13:00,1.7,14.38,810.531,72.99,15.1,2.227,06:13:00,18:13:00
1594623600,07/13/2020 07:00,18:13:00,43.8,13.85,810.923,75.12,353.6,1.998,06:13:00,18:13:00
1594627200,07/13/2020 08:00,18:13:00,247.7,15.97,811.251,67.56,14.5,2.306,06:13:00,18:13:00
1594630800,07/13/2020 09:00,18:13:00,492.1,18.46,811.513,61.56,357.3,2.24,06:13:00,18:13:00
1594634400,07/13/2020 10:00,18:13:00,715.3,21.06,811.367,48.7,356.2,1.342,06:13:00,18:13:00
1594638000,07/13/2020 11:00,18:13:00,890.6,23.1,811.182,38.94,177.2,1.453,06:13:00,18:13:00
1594641600,07/13/2020 12:00,18:13:00,1006.4,24.49,810.802,34.71,265.7,2.309,06:13:00,18:13:00
1594645200,07/13/2020 13:00,18:13:00,1078.4,26.37,810.009,23.55,328.5,1.716,06:13:00,18:13:00
1594648800,07/13/2020 14:00,18:13:00,1063.4,27.31,809.325,17.84,13.8,2.577,06:13:00,18:13:00
1594652400,07/13/2020 15:00,18:13:00,983,27.73,808.673,15.41,5.8,2.576,06:13:00,18:13:00
1594656000,07/13/2020 16:00,18:13:00,836.1,28.47,807.991,14.56,348.3,2.373,06:13:00,18:13:00
1594659600,07/13/2020 17:00,18:13:00,620.5,28.25,807.406,16.15,81.3,3.515,06:13:00,18:13:00
1594663200,07/13/2020 18:00,18:13:00,301.2,27.48,807.288,20.89,62,4.072,06:13:00,18:13:00
1594666800,07/13/2020 19:00,18:13:00,168.1,26.63,807.549,21.27,68.7,4.152,06:13:00,18:13:00
1594670400,07/13/2020 20:00,18:13:00,10,24.78,808.18,25.22,58.6,4.431,06:13:00,18:13:00
1594674000,07/13/2020 21:00,18:13:00,1.3,22.46,808.92,37.8,60,5.098,06:13:00,18:13:00
1594677600,07/13/2020 22:00,18:13:00,1.4,20.98,809.189,42.58,63.2,4.56,06:13:00,18:13:00
1594681200,07/13/2020 23:00,18:13:00,2,20.15,810.07,44.62,100.1,1.731,06:13:00,18:13:00
1594684800,07/14/2020 00:00,18:13:00,2.2,19.92,810.698,41.83,96.3,2.042,06:13:00,18:13:00
1594688400,07/14/2020 01:00,18:13:00,1.6,18.99,810.724,44.88,40.7,1.301,06:13:00,18:13:00
1594692000,07/14/2020 02:00,18:13:00,2,17.77,810.392,53.26,46.3,1.485,06:13:00,18:13:00
1594695600,07/14/2020 03:00,18:13:00,1.5,16.19,809.793,60.95,359.6,2.432,06:13:00,18:13:00
1594699200,07/14/2020 04:00,18:13:00,1.6,15.39,809.62,63.2,21.5,2.375,06:13:00,18:13:00
1594702800,07/14/2020 05:00,18:13:00,1.5,14.64,809.653,66.25,9.7,2.551,06:13:00,18:13:00
1594706400,07/14/2020 06:00,18:13:00,1.7,14.27,809.796,66.92,22.6,2.007,06:13:00,18:13:00
1594710000,07/14/2020 07:00,18:13:00,41.4,13.99,810.125,67.65,3.5,2.659,06:13:00,18:13:00
1594713600,07/14/2020 08:00,18:13:00,238.9,16.18,810.672,59.88,6.2,1.277,06:13:00,18:13:00
1594717200,07/14/2020 09:00,18:13:00,479,19.04,810.973,52.32,206.4,1.017,06:13:00,18:13:00
1594720800,07/14/2020 10:00,18:13:00,691.9,20.58,811.205,52.04,182.1,1.649,06:13:00,18:13:00
1594724400,07/14/2020 11:00,18:13:00,878.9,22.21,811.032,46.24,192.9,1.646,06:13:00,18:13:00
